"","cue","coverage","H","unknown","N"
"11196","trigger",92,2.36705002798966,0,100
"11197","trigonometry",96.969696969697,2.10749668200325,1,100
"11198","trillion",88.8888888888889,2.74973003830592,1,100
"11199","trim",98.9795918367347,2.78771317585663,2,100
"11200","trimmer",82.4742268041237,3.32730979146184,3,100
"11201","trinity",88.659793814433,2.53010922993785,3,100
"11202","trio",85.8585858585859,2.05826214443452,1,100
"11203","trip",96.969696969697,2.797432088253,1,100
"11204","triple",80.8080808080808,2.28259273084696,1,100
"11205","tripod",89.4736842105263,1.58331222810396,5,100
"11206","tripping",90.9090909090909,2.89662362613809,1,100
"11207","trite",76.9230769230769,3.68554874181307,22,100
"11208","triumph",98,2.92442930275112,0,100
"11209","trivia",84.8484848484848,3.56371594387161,1,100
"11210","trivial",95.959595959596,2.76737998253685,1,100
"11211","troll",88.8888888888889,3.30460613589148,1,100
"11212","trolley",91.9191919191919,3.04294273732725,1,100
"11213","trombone",93.6842105263158,2.99133712132047,5,100
"11214","troop",82.4742268041237,2.75570502158139,3,100
"11215","troops",95,2.14690716931348,0,100
"11216","trophy",98,2.80205847371368,0,100
"11217","tropic",89.8989898989899,3.15609282382911,1,100
"11218","tropical",96.9387755102041,3.2634456711905,2,100
"11219","tropics",87.8787878787879,3.44249113470958,1,100
"11220","trot",90.5263157894737,2.52818983463903,5,100
"11221","trouble",88.8888888888889,3.54953211128117,1,100
"11222","troubled",86.8686868686869,3.552529412015,1,100
"11223","troublesome",79,3.63299769344172,0,100
"11224","trough",92.2222222222222,3.12160623362051,10,100
"11225","trousers",98,1.10989669589182,0,100
"11226","trout",96.9072164948454,1.41764209959679,3,100
"11227","trowel",93.8271604938272,2.70469086730927,19,100
"11228","truce",89.4736842105263,2.78200039713519,5,100
"11229","truck",92.8571428571429,3.29981823752288,2,100
"11230","trucks",78,3.23275837090685,0,100
"11231","true",91,2.54818746539968,0,100
"11232","truly",89.6907216494845,3.39223726624791,3,100
"11233","trump",93.5483870967742,2.70762590467368,7,100
"11234","trumpet",92,2.95882401603378,0,100
"11235","trunk",95.9183673469388,2.49905663114029,2,100
"11236","trunks",83.5051546391753,3.01830045399518,3,100
"11237","trust",90,3.69484325503528,0,100
"11238","trusting",95.959595959596,3.57931780443408,1,100
"11239","trustworthy",98.9795918367347,2.89782469149953,2,100
"11240","truth",92.9292929292929,3.3981400051395,1,100
"11241","truthful",99,2.13792213501165,0,100
"11242","truthfully",92.8571428571429,2.7026495561366,2,100
"11243","try",95.959595959596,2.3836188410875,1,100
"11244","trying",74.7474747474748,2.76158625740909,1,100
"11245","t-shirt",82.6530612244898,3.75967717567213,2,100
"11246","tsunami",96,2.26807549622612,0,100
"11247","tub",93.9393939393939,1.93990468639578,1,100
"11248","tuba",92.7835051546392,2.77697948917677,3,100
"11249","tube",83.8383838383838,3.92717738854678,1,100
"11250","tuberculosis",85,2.74226490148647,0,100
"11251","tuck",87.6288659793814,3.61327055266025,3,100
"11252","Tuesday",85.7142857142857,2.5246574217883,2,100
"11253","tug",87.7551020408163,1.86684436441939,2,100
"11254","tuition",95.959595959596,2.8899022073622,1,100
"11255","tulip",96.969696969697,1.84965338011081,1,100
"11256","tumble",95.9183673469388,2.46249103948547,2,100
"11257","tumbler",88.4210526315789,3.11351140400778,5,100
"11258","tumbling",91.5789473684211,2.68790904341283,5,100
"11259","Tumblr",86.3157894736842,3.47412937227273,5,100
"11260","tummy",99,1.95004708964095,0,100
"11261","tumor",96.969696969697,1.75918790617862,1,100
"11262","tuna",95.959595959596,1.13391904812076,1,100
"11263","tundra",79.1666666666667,3.29812724580268,4,100
"11264","tune",96,2.61548945012075,0,100
"11265","tunes",77.7777777777778,1.83862395498121,1,100
"11266","tunnel",94.9494949494949,3.43507676942357,1,100
"11267","Tupperware",92.7835051546392,2.57135943758488,3,100
"11268","turf",86.734693877551,2.62338514002938,2,100
"11269","turkey",94,3.08974212514276,0,100
"11270","turmoil",84.9462365591398,3.59611486720959,7,100
"11271","turn",88,3.48332206947806,0,100
"11272","turn away",88,3.50918457870068,0,100
"11273","turncoat",89.7435897435898,2.1809210733922,22,100
"11274","turning",72.7272727272727,3.67914326805255,1,100
"11275","turnip",88.659793814433,3.2035128887055,3,100
"11276","turn on",81,3.4694062377672,0,100
"11277","turquoise",86.8686868686869,2.59584826861111,1,100
"11278","turtle",94.9494949494949,2.93556921125199,1,100
"11279","tusk",93.8144329896907,2.13042763581599,3,100
"11280","tusks",98.9583333333333,1.47378079874177,4,100
"11281","tutor",94.9494949494949,2.29478406811918,1,100
"11282","tutu",87.6288659793814,2.46782351663519,3,100
"11283","tuxedo",91,3.13221318067397,0,100
"11284","tv",83.6734693877551,3.58325781147598,2,100
"11285","TV show",72,3.83725382650643,0,100
"11286","twat",93.8775510204082,3.0229939786542,2,100
"11287","tweak",90.8163265306122,3.32863476354443,2,100
"11288","tweed",90.8045977011494,3.04163057310805,13,100
"11289","tweet",93.9393939393939,1.98321656900229,1,100
"11290","tweezers",87.3684210526316,3.13546133347703,5,100
"11291","twelve",82,2.6417667134905,0,100
"11292","twenty",91,3.31428114403963,0,100
"11293","twerk",83.695652173913,2.57066591166944,8,100
"11294","twice",62.8865979381443,2.65838057263994,3,100
"11295","twig",97.979797979798,1.719954436018,1,100
"11296","twilight",93,3.34886149295989,0,100
"11297","twin",91.9191919191919,3.47545448244983,1,100
"11298","twine",92.3913043478261,2.7846206850452,8,100
"11299","twinkle",92.8571428571429,1.86620674149953,2,100
"11300","twins",85.8585858585859,3.07043381958362,1,100
"11301","twirl",95.959595959596,2.62551334945529,1,100
"11302","twist",86,2.96669527716218,0,100
"11303","twisted",73.469387755102,3.90647505072278,2,100
"11304","twister",97.9381443298969,1.9422470698457,3,100
"11305","twitch",88.4210526315789,3.33404801292645,5,100
"11306","twitter",90.7216494845361,3.31340217062044,3,100
"11307","two",88.8888888888889,2.86710213670336,1,100
"11308","Tylenol",87.9120879120879,2.92029426403448,9,100
"11309","type",90,3.40988827869769,0,100
"11310","typewriter",91.8367346938776,3.34098533987775,2,100
"11311","typhoon",93.8775510204082,2.7675245355876,2,100
"11312","typical",84.8484848484848,3.276014359718,1,100
"11313","typing",90.8163265306122,3.07501778207119,2,100
"11314","typist",94.7368421052632,3.10131621480765,5,100
"11315","tyranny",77.7777777777778,3.7389733342771,1,100
"11316","tyrant",77.6595744680851,3.50278609187146,6,100
"11317","u",88.4210526315789,2.61735282432276,5,100
"11318","ubiquitous",77.9220779220779,2.9564694241587,23,100
"11319","udder",94.6236559139785,0.97661143355499,7,100
"11320","UFO",81,2.61957659591025,0,100
"11321","ugh",81.0526315789474,3.75698297340757,5,100
"11322","ugly",91.6666666666667,3.50200855557038,4,100
"11323","uh",74.7368421052632,3.28105760666393,5,100
"11324","UK",87.8787878787879,2.7639570687473,1,100
"11325","ulcer",91.7525773195876,2.67001018958901,3,100
"11326","ultimate",74,3.19773212488907,0,100
"11327","ultimatum",85,3.55191569554559,0,100
"11328","ultra",87,3.67257297292025,0,100
"11329","umbrella",89,2.15676904577276,0,100
"11330","umpire",93.1818181818182,2.25200709781306,12,100
"11331","unable",95.7894736842105,3.33758369589628,5,100
"11332","unacceptable",76.530612244898,3.82159988575625,2,100
"11333","unafraid",93,2.28240087890244,0,100
"11334","unalike",93.5483870967742,1.36373686394587,7,100
"11335","unappealing",95.8762886597938,2.84442151068625,3,100
"11336","unattractive",95,1.24657706754956,0,100
"11337","unavailable",86.5979381443299,3.65091630559785,3,100
"11338","unavoidable",79.3814432989691,3.79415186866916,3,100
"11339","unaware",84.375,3.54197720218603,4,100
"11340","unbalanced",77,3.70205084981671,0,100
"11341","unbelievable",85.4166666666667,3.68128039807988,4,100
"11342","uncanny",82.2916666666667,3.51216738338083,4,100
"11343","uncaring",83,3.54599099941753,0,100
"11344","uncertain",94.8453608247423,3.29042106187943,3,100
"11345","uncertainty",94.8979591836735,3.42275479681844,2,100
"11346","uncivilized",78.7878787878788,3.48841574236288,1,100
"11347","uncle",83.5051546391753,2.79736768145328,3,100
"11348","unclean",96,1.33698435534981,0,100
"11349","unclear",93.8144329896907,3.20252961409579,3,100
"11350","uncomfortable",92.8571428571429,3.59119604649295,2,100
"11351","uncommon",96.969696969697,2.4095852055948,1,100
"11352","unconditional",85.8585858585859,2.35230091628625,1,100
"11353","unconscious",89.7959183673469,3.2503431585403,2,100
"11354","uncontrollable",78.5714285714286,3.73106043457403,2,100
"11355","uncooked",96.969696969697,0.897815713742742,1,100
"11356","uncoordinated",82,2.69490074461583,0,100
"11357","uncouth",77.7777777777778,3.38315541505974,19,100
"11358","uncover",89.7959183673469,3.59594339414898,2,100
"11359","undead",96.9072164948454,1.58259003437748,3,100
"11360","undecided",79.3814432989691,3.46797362592185,3,100
"11361","undefined",87.5,3.68619635370546,4,100
"11362","under",94.9494949494949,2.72816663954818,1,100
"11363","underage",88,2.65493744241128,0,100
"11364","undercover",94.9494949494949,2.73065291420913,1,100
"11365","underdog",75.2577319587629,3.93783544156177,3,100
"11366","underground",95,3.26160557024355,0,100
"11367","underhanded",92.9411764705882,3.16752157867783,15,100
"11368","underling",85.5421686746988,3.42803716301483,17,100
"11369","undermine",69.3877551020408,4.06503795532521,2,100
"11370","underneath",97,2.00611874788197,0,100
"11371","underpants",90,3.17757566293241,0,100
"11372","understand",90.9090909090909,2.85523040384197,1,100
"11373","understandable",82.2222222222222,3.73610581016813,10,100
"11374","understanding",88,3.77714965135873,0,100
"11375","understood",86.734693877551,3.63393075612826,2,100
"11376","underwater",89,3.49893814700497,0,100
"11377","underwear",88,3.4315104191387,0,100
"11378","underworld",88.7755102040816,3.12196754327501,2,100
"11379","undesirable",87.8787878787879,3.08617771311786,1,100
"11380","undo",77,3.52280537894235,0,100
"11381","undone",74.4897959183673,4.09351238172902,2,100
"11382","undress",82,2.91607767629947,0,100
"11383","unease",90.8163265306122,3.29686448824016,2,100
"11384","uneasy",93,3.42816968484181,0,100
"11385","uneducated",80.4123711340206,3.00061496354685,3,100
"11386","unemployed",87,3.27256230379219,0,100
"11387","unemployment",91.9191919191919,3.35991882251207,1,100
"11388","unending",85.7142857142857,3.03595711959632,2,100
"11389","unequal",84.8484848484848,3.73113576172175,1,100
"11390","unethical",89.6907216494845,3.03991573328235,3,100
"11391","uneven",84,3.82844431367954,0,100
"11392","unexpected",94.8453608247423,2.65389494716421,3,100
"11393","unfair",94.8453608247423,3.42186512088216,3,100
"11394","unfaithful",89.8989898989899,3.16744724174827,1,100
"11395","unfamiliar",96.875,2.61712560221762,4,100
"11396","unfinished",89,3.26755124026863,0,100
"11397","unfocused",84,3.45754281691308,0,100
"11398","unfortunate",93.8775510204082,2.54879870209722,2,100
"11399","unfriendly",93.8775510204082,2.86615459557973,2,100
"11400","unhappiness",98,2.02280525242675,0,100
"11401","unhappy",92.7835051546392,1.68629668104256,3,100
"11402","unhealthy",96,2.87632444792323,0,100
"11403","unhelpful",81.8181818181818,3.50365461798223,1,100
"11404","unhook",80,3.35204954632743,0,100
"11405","unicorn",91,2.91803361791203,0,100
"11406","unicycle",85,2.76982607859852,0,100
"11407","uniform",93.8144329896907,3.62128933258768,3,100
"11408","unimportant",80.8080808080808,3.69755151017891,1,100
"11409","uninformed",90.625,2.60561457505163,4,100
"11410","unintelligent",95,1.69585980279206,0,100
"11411","uninterested",79.3814432989691,2.24428620215729,3,100
"11412","union",90,3.39630484188274,0,100
"11413","unique",89.8989898989899,3.11529906042504,1,100
"11414","unit",94,3.50074177099167,0,100
"11415","unite",94,3.20229406592919,0,100
"11416","united",85,2.48862843809053,0,100
"11417","United Kingdom",87,2.89355753748725,0,100
"11418","unity",88.7755102040816,3.22714813857453,2,100
"11419","universal",84.6938775510204,3.64520120879156,2,100
"11420","universe",90,3.24047280244723,0,100
"11421","university",89.8989898989899,2.43856476769952,1,100
"11422","unjust",93.75,2.26249689342463,4,100
"11423","unkempt",84.2696629213483,2.55755381504686,11,100
"11424","unkind",97.9381443298969,2.05306473818754,3,100
"11425","unknowing",85.7142857142857,3.44984676765813,2,100
"11426","unknown",84.5360824742268,3.82350188600549,3,100
"11427","unlawful",95.9183673469388,2.63209705241629,2,100
"11428","unless",93.6842105263158,3.52334109251739,5,100
"11429","unlike",89.6907216494845,2.55718375609638,3,100
"11430","unlikely",89.247311827957,3.65148339696652,7,100
"11431","unload",95.9183673469388,3.27480985902609,2,100
"11432","unlock",97,2.07992545163217,0,100
"11433","unlucky",91.9191919191919,3.32984670330581,1,100
"11434","unmarried",91.8367346938776,1.86416605805528,2,100
"11435","unmoving",89.8989898989899,3.38682174800459,1,100
"11436","unnatural",87.8787878787879,3.8710038477404,1,100
"11437","unnecessary",76.8421052631579,3.61227967824876,5,100
"11438","unpack",94,3.169082694107,0,100
"11439","unpaid",90,3.24899590235771,0,100
"11440","unpalatable",91.4893617021277,3.33358800907839,6,100
"11441","unplanned",86,3.1105203404588,0,100
"11442","unpleasant",96,3.75534846026439,0,100
"11443","unpredictable",83.8383838383838,3.62615744175766,1,100
"11444","unprepared",66.3265306122449,3.72081052325354,2,100
"11445","unproductive",87,2.63609015186271,0,100
"11446","unprofessional",89,3.60441956057538,0,100
"11447","unravel",75.7575757575758,3.70428363928631,1,100
"11448","unreal",87.6288659793814,3.31567462404432,3,100
"11449","unrealistic",83.8383838383838,3.7105623066975,1,100
"11450","unreasonable",86.734693877551,3.96590367472069,2,100
"11451","unreliable",87.6288659793814,3.65441937852147,3,100
"11452","unrest",81.8181818181818,3.62714961858372,1,100
"11453","unripe",93.8775510204082,2.87144637902077,2,100
"11454","unruly",80.8510638297872,3.81981773795787,6,100
"11455","unsafe",95.9183673469388,2.53289012741789,2,100
"11456","unseen",92.8571428571429,2.38105691969792,2,100
"11457","unskilled",85.7142857142857,3.2749609229827,2,100
"11458","unsolved",87,2.12613804617507,0,100
"11459","unstable",84.8484848484848,3.72729722125816,1,100
"11460","unsuccessful",87,2.24027960248134,0,100
"11461","unsure",92.7835051546392,3.59330165556618,3,100
"11462","unsympathetic",83,3.48227898582263,0,100
"11463","unthinking",86.9565217391304,3.58865698444546,8,100
"11464","untidy",97,2.06849599961186,0,100
"11465","untie",86.8686868686869,2.96313975226341,1,100
"11466","until",87.5,3.09243604157589,4,100
"11467","untouched",81,2.94112509679021,0,100
"11468","untrained",85.7142857142857,3.6345032673884,2,100
"11469","untrue",97.979797979798,1.56959151146811,1,100
"11470","untrustworthy",88.659793814433,3.48938588859923,3,100
"11471","untruth",89.8989898989899,1.83722120470299,1,100
"11472","untruthful",94,2.35008598991752,0,100
"11473","unused",89,3.26115087926146,0,100
"11474","unusual",92.9292929292929,2.5378711306442,1,100
"11475","unveil",96.9072164948454,3.03338477415009,3,100
"11476","unwanted",62,3.71302685962957,0,100
"11477","unwell",100,1.20003908020949,0,100
"11478","unwilling",85.4166666666667,3.31049059014394,4,100
"11479","unwise",86.8686868686869,2.98702882578806,1,100
"11480","unworthy",66.6666666666667,3.93675588129173,1,100
"11481","up",99,1.92888921404481,0,100
"11482","upbeat",89.6907216494845,2.6435009940987,3,100
"11483","update",90.9090909090909,3.48918523137127,1,100
"11484","upgrade",83.6734693877551,3.49667487653715,2,100
"11485","uphill",93,3.00128180233085,0,100
"11486","uphold",87.3684210526316,3.69948591187758,5,100
"11487","uplifting",79.7979797979798,3.83561494599161,1,100
"11488","upload",91.6666666666667,2.96954363816195,4,100
"11489","upon",88.659793814433,2.93312812188565,3,100
"11490","upper",95.8762886597938,2.78317823554164,3,100
"11491","upper class",76.7676767676768,3.29891698666722,1,100
"11492","uppity",86.6666666666667,3.67143735071628,10,100
"11493","upright",91.9191919191919,3.25851650838299,1,100
"11494","uprising",91,3.03091457905543,0,100
"11495","upscale",77.8947368421053,3.83575901536653,5,100
"11496","upset",93,2.66498231301933,0,100
"11497","upsetting",85,3.45172854898506,0,100
"11498","upside",96.969696969697,1.83619396941803,1,100
"11499","upside down",42.4242424242424,3.53324110388486,1,100
"11500","upstairs",90,2.6892027558345,0,100
"11501","upstanding",88.5416666666667,3.53484465746259,4,100
"11502","upstream",91,2.80031383406379,0,100
"11503","uptight",86.5979381443299,3.77004367834407,3,100
"11504","uptown",88.5416666666667,2.90963294512791,4,100
"11505","upward",76.2886597938144,3.2538874684093,3,100
"11506","uranium",80,3.0422737729531,0,100
"11507","Uranus",96.9387755102041,1.98688041649887,2,100
"11508","urban",90,2.73520169381709,0,100
"11509","urge",93.8144329896907,3.61868447135865,3,100
"11510","urgent",96,3.34310027603386,0,100
"11511","urinate",92,2.17282527987794,0,100
"11512","urine",96.9387755102041,2.38115166099237,2,100
"11513","urn",93.8775510204082,2.73860783848478,2,100
"11514","us",91.9191919191919,2.25679774220416,1,100
"11515","USA",89.8989898989899,3.38119776915303,1,100
"11516","usage",87.0967741935484,3.59921682064918,7,100
"11517","use",91.5789473684211,3.65932770662823,5,100
"11518","used",78,3.35457751550662,0,100
"11519","useful",86.8686868686869,3.15179726822931,1,100
"11520","useless",86.734693877551,3.85590815582166,2,100
"11521","user",89.7959183673469,3.3061303387447,2,100
"11522","usual",86,2.6561249031946,0,100
"11523","usually",90.7216494845361,2.85945777856388,3,100
"11524","usurp",95.1807228915663,3.14520901705917,17,100
"11525","usurper",78.2608695652174,3.5480678660557,8,100
"11526","utensil",100,2.14076779948966,0,100
"11527","utensils",90,2.51902702018191,0,100
"11528","uterus",97.979797979798,2.36974632656961,1,100
"11529","utility",91.9191919191919,3.67699611117301,1,100
"11530","utilize",96.875,1.81305852204969,4,100
"11531","utopia",79.5918367346939,3.46062890398748,2,100
"11532","utter",96.9387755102041,3.074630247646,2,100
"11533","v",84.0425531914894,3.08780373046002,6,100
"11534","vacancy",94.8979591836735,2.46537192401195,2,100
"11535","vacant",98.989898989899,1.96768092022946,1,100
"11536","vacate",92.7835051546392,1.63302338778403,3,100
"11537","vacation",94.8979591836735,3.23321762972078,2,100
"11538","vaccination",84.8484848484848,3.40467281634471,1,100
"11539","vaccine",77,3.49340502197175,0,100
"11540","vacuum",98,2.36822936746618,0,100
"11541","vagabond",81.7204301075269,3.24406099162697,7,100
"11542","vagina",94,3.06860441629439,0,100
"11543","vagrant",95.4022988505747,2.78420618567477,13,100
"11544","vague",85.2631578947368,3.68298363536288,5,100
"11545","vain",83.3333333333333,3.62501133159606,4,100
"11546","Valentine",93.8144329896907,2.82402569740638,3,100
"11547","valiant",92.4731182795699,2.10675562069049,7,100
"11548","valid",93.8775510204082,2.95389650109253,2,100
"11549","validate",88.659793814433,3.7322847955848,3,100
"11550","Valium",81.25,3.41597060068412,4,100
"11551","valley",82,3.57054937146078,0,100
"11552","valor",93.0232558139535,2.68448870159975,14,100
"11553","valuable",95.959595959596,3.40996665261668,1,100
"11554","value",97.979797979798,2.85836401987469,1,100
"11555","valued",59.1836734693878,3.40575410327668,2,100
"11556","values",93.8775510204082,3.23463031276246,2,100
"11557","valve",89.247311827957,3.47916987379127,7,100
"11558","vampire",83.8383838383838,2.89723058429917,1,100
"11559","vampires",77,2.80007454528662,0,100
"11560","van",92.9292929292929,2.90565954114567,1,100
"11561","vanilla",96.969696969697,2.61724942036168,1,100
"11562","vanish",95,1.94061929448685,0,100
"11563","vanity",87,3.45078265461767,0,100
"11564","vanquish",89.6907216494845,3.28877827675174,3,100
"11565","vapor",91.9191919191919,2.76844595822802,1,100
"11566","variable",88.7755102040816,3.65648248107548,2,100
"11567","variance",85.2631578947368,3.24428566080805,5,100
"11568","variant",92.7083333333333,3.11746681824269,4,100
"11569","variation",83.8383838383838,3.43946391182625,1,100
"11570","varied",82,3.29972980971947,0,100
"11571","variety",92,3.57728435731592,0,100
"11572","various",83.8383838383838,2.85334765814357,1,100
"11573","varnish",97.8021978021978,3.33110751319965,9,100
"11574","vary",95.9183673469388,2.76046185350057,2,100
"11575","vase",95.9183673469388,2.3067210282301,2,100
"11576","Vaseline",91.8367346938776,3.39010454130662,2,100
"11577","vast",94,3.03401001589742,0,100
"11578","vault",96.875,2.84405068439163,4,100
"11579","veal",89.010989010989,2.86278545131361,9,100
"11580","vector",94.3820224719101,3.57844828479749,11,100
"11581","veer",92.7710843373494,2.68516793230624,17,100
"11582","vegan",86.734693877551,3.12148841777572,2,100
"11583","vegetable",96,3.31989563585888,0,100
"11584","vegetables",95,3.1063954900977,0,100
"11585","vegetarian",86.734693877551,3.20024065478986,2,100
"11586","vegetation",91,3.11928573936434,0,100
"11587","veggie",94,3.21007202589438,0,100
"11588","veggies",93,3.16675968407308,0,100
"11589","vehicle",95,1.19975575527831,0,100
"11590","vehicles",95.9183673469388,1.50089105542116,2,100
"11591","veil",92.8571428571429,3.19909898200239,2,100
"11592","vein",95.959595959596,1.90718096664703,1,100
"11593","Velcro",90,3.23528065671118,0,100
"11594","velocity",96.875,1.30699202827828,4,100
"11595","velvet",94.8979591836735,2.83163213047272,2,100
"11596","vendetta",91.4893617021277,2.88252350030251,6,100
"11597","vendor",87.8787878787879,3.01003347143498,1,100
"11598","vengeance",87,2.59921574905453,0,100
"11599","Venice",81.8181818181818,2.04854006028012,1,100
"11600","venison",97.8947368421053,1.30992357883557,5,100
"11601","venom",97,1.37927126811582,0,100
"11602","vent",88.7755102040816,3.2572158548868,2,100
"11603","venture",88.659793814433,3.43128060849292,3,100
"11604","venue",97.8947368421053,2.87938016435314,5,100
"11605","Venus",88,2.28922788010879,0,100
"11606","veranda",91.5789473684211,2.39833359729921,5,100
"11607","verb",92.8571428571429,2.45176287060476,2,100
"11608","verbal",91.9191919191919,3.46577847493149,1,100
"11609","verbose",87.0588235294118,2.46673632771958,15,100
"11610","verdict",97.979797979798,2.89777860619158,1,100
"11611","verify",91.9191919191919,2.77910048789015,1,100
"11612","vermin",91.8367346938776,2.74149330542295,2,100
"11613","verse",85.7142857142857,2.71433597454055,2,100
"11614","version",84.6938775510204,3.57577133288422,2,100
"11615","versus",89,2.7858159613075,0,100
"11616","vertical",93,2.60361614862535,0,100
"11617","vertigo",75.531914893617,2.8843405313594,6,100
"11618","very",94.9494949494949,3.29954240348471,1,100
"11619","vessel",97.9591836734694,2.54370340852075,2,100
"11620","vest",82,3.53159587206943,0,100
"11621","vet",92.7835051546392,2.71330197732898,3,100
"11622","veteran",95,2.46623319996542,0,100
"11623","veterinarian",92.9292929292929,2.88725003256777,1,100
"11624","vex",91.9540229885057,3.06973483454947,13,100
"11625","via",87.3684210526316,3.20236721395343,5,100
"11626","viable",86.734693877551,3.33918536237763,2,100
"11627","vial",96.8421052631579,3.01463251177718,5,100
"11628","vibrant",96.9072164948454,2.88957920991615,3,100
"11629","vibrate",95.9183673469388,3.19045903723317,2,100
"11630","vibration",85.7142857142857,3.59413973700195,2,100
"11631","vibrator",83.8383838383838,3.23045106791822,1,100
"11632","vicar",87.6404494382023,2.92006079491278,11,100
"11633","vice",89.6907216494845,3.47226445398968,3,100
"11634","vicinity",95.6989247311828,2.33611349277437,7,100
"11635","vicious",84.5360824742268,3.03186718294457,3,100
"11636","victim",90.8163265306122,3.2004614567361,2,100
"11637","victor",94.6808510638298,2.25856043591035,6,100
"11638","Victorian",88.659793814433,3.15903353924084,3,100
"11639","victorious",88,2.59330443656743,0,100
"11640","victory",91.9191919191919,2.6703321341324,1,100
"11641","video",91,3.016928997379,0,100
"11642","video game",77.319587628866,3.75358263587657,3,100
"11643","video games",81.8181818181818,3.7872188011642,1,100
"11644","Vietnam",92.9292929292929,1.3278099188196,1,100
"11645","view",96.969696969697,2.80276349224514,1,100
"11646","viewing",89,3.21665805999783,0,100
"11647","viewpoint",85.8585858585859,3.30641591515652,1,100
"11648","vigilante",88.0434782608696,3.82847667385339,8,100
"11649","vigor",74.7252747252747,3.32358678960661,9,100
"11650","viking",74.7474747474748,3.50399798846932,1,100
"11651","vile",92.8571428571429,2.9590546791972,2,100
"11652","village",89,2.82059105989973,0,100
"11653","villain",92.8571428571429,3.20353955047926,2,100
"11654","vine",96.969696969697,2.11632015910396,1,100
"11655","vinegar",93,3.11543315860107,0,100
"11656","vines",90.4255319148936,2.65822198864806,6,100
"11657","vintage",92.9292929292929,1.87852783869363,1,100
"11658","vinyl",88.7755102040816,2.29356968426743,2,100
"11659","viola",97.8021978021978,2.36795076348085,9,100
"11660","violate",88.7755102040816,3.36645766103886,2,100
"11661","violation",92.9292929292929,3.42809147920687,1,100
"11662","violence",94.8453608247423,3.70803252539714,3,100
"11663","violent",95.959595959596,3.92130495782555,1,100
"11664","violet",95,2.14794371327699,0,100
"11665","violin",93,2.86278508412466,0,100
"11666","violinist",91.9191919191919,2.88702707737479,1,100
"11667","viper",94.7368421052632,0.945552853185246,5,100
"11668","viral",83.6734693877551,3.444532001703,2,100
"11669","virgin",93,3.02867846554463,0,100
"11670","virginity",92,3.21799967014931,0,100
"11671","Virgo",68.8172043010753,3.35051933532118,7,100
"11672","virile",90.2439024390244,3.28344859580636,18,100
"11673","virtual",90.8163265306122,2.3744404776257,2,100
"11674","virtue",94.8979591836735,3.75976137059832,2,100
"11675","virtuous",92.6315789473684,3.49998142135463,5,100
"11676","virus",92.8571428571429,3.0887966839242,2,100
"11677","visa",88,2.61097285829769,0,100
"11678","visage",92.6829268292683,2.69527963715996,18,100
"11679","viscous",97.8723404255319,2.90333681527011,6,100
"11680","visible",90.8163265306122,2.83097192901109,2,100
"11681","vision",95.959595959596,2.29243773147994,1,100
"11682","visit",91,3.83921833662201,0,100
"11683","visiting",84,3.82649767902213,0,100
"11684","visitor",97.9591836734694,2.86102532007388,2,100
"11685","vista",94.4444444444444,2.18686306999866,10,100
"11686","visual",89,3.5051528835004,0,100
"11687","visualize",95.8333333333333,2.14948874424601,4,100
"11688","vital",100,2.83240304634247,0,100
"11689","vitality",88.4210526315789,3.26116084423537,5,100
"11690","vitamin",89,3.15869984364771,0,100
"11691","vitamins",79,3.09133622813388,0,100
"11692","vivacious",91.9540229885057,2.86976297919416,13,100
"11693","vivid",98,2.72364098360829,0,100
"11694","vocabulary",93.9393939393939,2.29746312779286,1,100
"11695","vocal",91.9191919191919,2.95860028205634,1,100
"11696","vocation",97.9166666666667,2.02108404195479,4,100
"11697","vodka",95,2.87382278584765,0,100
"11698","vogue",93.6842105263158,2.27599843456885,5,100
"11699","voice",94,3.33835483073216,0,100
"11700","void",92.7835051546392,2.52617850371026,3,100
"11701","volcano",94,2.46907860579507,0,100
"11702","volleyball",91.9191919191919,3.021123047724,1,100
"11703","volt",93.8775510204082,2.76122318290774,2,100
"11704","voltage",85.8585858585859,2.62667055403423,1,100
"11705","volume",92,3.33532940139129,0,100
"11706","voluntary",82,3.70728333125436,0,100
"11707","volunteer",87.7551020408163,3.52428007127537,2,100
"11708","voluptuous",84.0425531914894,3.26270718810998,6,100
"11709","vomit",95.9183673469388,2.77276636570784,2,100
"11710","voodoo",90.7216494845361,2.9545263309445,3,100
"11711","vortex",88.1720430107527,3.55815139043661,7,100
"11712","vote",86.8686868686869,3.47049366274752,1,100
"11713","voter",76.7676767676768,3.75182248336789,1,100
"11714","voting",85,3.4643577980847,0,100
"11715","vow",96.9387755102041,2.05805815310224,2,100
"11716","vowel",85.7142857142857,2.87537227799773,2,100
"11717","voyage",90,2.65546145625683,0,100
"11718","vulgar",94.9494949494949,3.4650383034151,1,100
"11719","vulnerable",91.9191919191919,3.70480198679852,1,100
"11720","vulture",89.7959183673469,2.538229394191,2,100
"11721","vulva",79.5698924731183,2.84817205504507,7,100
"11722","w",82.4175824175824,3.46185741321588,9,100
"11723","wacko",85.8585858585859,2.13996665699003,1,100
"11724","waddle",92.0454545454545,1.61443543939037,12,100
"11725","waffle",93,3.05754778301999,0,100
"11726","waffles",93.8144329896907,3.28502557148842,3,100
"11727","wag",95.9183673469388,1.8542796804094,2,100
"11728","wage",95.959595959596,2.57589172891789,1,100
