"","cue","coverage","H","unknown","xR2","xR3","N"
"11291","tube",87.5,4.46006437203083,1,3,3,300
"11292","tuberculosis",82.7338129496403,3.7044722688742,0,5,12,300
"11293","tuck",85.7677902621723,4.1980293794186,3,6,12,300
"11294","Tuesday",86.7857142857143,3.549389701118,2,2,10,300
"11295","tug",86.9565217391304,3.06716015191169,2,2,14,300
"11296","tuition",94.0972222222222,3.66495436149743,1,3,3,300
"11297","tulip",94.1780821917808,3.40656232308276,1,0,5,300
"11298","tumble",96.830985915493,3.56620869877771,2,3,4,300
"11299","tumbler",88.3534136546185,3.97197836975827,5,14,8,300
"11300","tumbling",86.7924528301887,3.89697548737836,5,5,10,300
"11301","Tumblr",83.4615384615385,4.29835179273259,5,11,3,300
"11302","tummy",93.4931506849315,3.39515258223493,0,1,6,300
"11303","tumor",80.2083333333333,3.2999157257293,1,2,5,300
"11304","tuna",90.0684931506849,3.22687707175574,1,1,3,300
"11305","tundra",79.9295774647887,4.15620135014006,4,1,2,300
"11306","tune",91.0652920962199,3.73311649696859,0,0,9,300
"11307","tunes",76.056338028169,3.64951205207533,1,5,3,300
"11308","tunnel",93.0795847750865,4.21687892983075,1,2,4,300
"11309","Tupperware",86.0215053763441,3.57156600626007,3,3,6,300
"11310","turf",87.8892733564014,3.63325240717401,2,0,5,300
"11311","turkey",90.5405405405405,3.85904262671329,0,1,2,300
"11312","turmoil",81.7843866171004,4.52420320714612,7,1,8,300
"11313","turn",89.198606271777,4.10521587239436,0,3,7,300
"11314","turn away",81.8518518518518,4.48144679626165,0,11,8,300
"11315","turncoat",81.025641025641,3.77041850218789,22,16,7,300
"11316","turning",72.4137931034483,4.33442156495757,1,14,8,300
"11317","turnip",87.6325088339223,4.1466335290141,3,0,8,300
"11318","turn on",80.9523809523809,4.13031790748696,0,9,9,300
"11319","turquoise",85.5633802816901,3.57131518887851,1,3,7,300
"11320","turtle",90.4436860068259,3.87069805405178,1,1,2,300
"11321","tusk",90.7801418439716,3.0994729139568,3,1,7,300
"11322","tusks",89.1696750902527,2.97625454712027,4,3,5,300
"11323","tutor",94.1780821917808,3.7684114676958,1,1,3,300
"11324","tutu",85.4545454545455,3.47367095053382,3,4,8,300
"11325","tuxedo",86.5319865319865,3.93769325182863,0,1,1,300
"11326","tv",85.9154929577465,4.49002942099041,2,3,4,300
"11327","TV show",71.2686567164179,4.62542879451224,0,11,10,300
"11328","twat",90.7063197026022,3.77235071113953,2,7,11,300
"11329","tweak",91.3669064748201,4.07766736056976,2,4,8,300
"11330","tweed",88.7931034482759,4.06059054842826,13,10,9,300
"11331","tweet",89.7163120567376,3.32508837749004,1,1,13,300
"11332","tweezers",88.7218045112782,3.8605556972863,5,6,7,300
"11333","twelve",78.2758620689655,3.65481879724194,0,2,6,300
"11334","twenty",84.5614035087719,4.1018003461006,0,3,9,300
"11335","twerk",83.7301587301587,3.81043173490818,8,8,8,300
"11336","twice",76.5342960288809,3.74788748632547,3,3,8,300
"11337","twig",96.2068965517241,2.99279468716657,1,2,3,300
"11338","twilight",90.3780068728522,4.07545496999216,0,3,3,300
"11339","twin",85.6643356643357,4.16320384168206,1,2,7,300
"11340","twine",90.625,3.99790188660161,8,6,8,300
"11341","twinkle",92.3357664233577,3.41766262359825,2,7,6,300
"11342","twins",80.8362369337979,4.05037065728026,1,3,4,300
"11343","twirl",92.4657534246575,3.72858510932381,1,0,5,300
"11344","twist",88.013698630137,4.00234087184802,0,1,6,300
"11345","twisted",76.4084507042253,4.68861275747443,2,0,10,300
"11346","twister",93.5018050541516,3.41837590217735,3,3,8,300
"11347","twitch",90,4.11502470685191,5,6,3,300
"11348","twitter",87.1428571428571,4.11984684174108,3,0,11,300
"11349","two",89.9305555555556,3.69141589764356,1,0,9,300
"11350","Tylenol",79.6747967479675,3.72261257656591,9,10,7,300
"11351","type",91.7525773195876,4.19399549364134,0,1,7,300
"11352","typewriter",86.9415807560137,4.36966269255672,2,0,3,300
"11353","typhoon",92.6315789473684,3.58472890461252,2,2,5,300
"11354","typical",84.1698841698842,3.83849506174338,1,12,14,300
"11355","typing",84.9315068493151,4.02058814738337,2,0,2,300
"11356","typist",88.7272727272727,3.91037111789881,5,3,4,300
"11357","tyranny",72.992700729927,4.66660490181034,1,7,9,300
"11358","tyrant",78.4671532846715,4.43299533165638,6,2,4,300
"11359","u",82.1428571428571,3.85535264851309,5,8,17,300
"11360","ubiquitous",76.2376237623762,4.08631738240425,23,11,7,300
"11361","udder",89.051094890511,2.64331683660161,7,1,3,300
"11362","UFO",77.5862068965517,3.81329595573125,0,3,4,300
"11363","ugh",82.2314049586777,4.47296222600859,5,16,11,300
"11364","ugly",87.6363636363636,4.45352344137186,4,3,7,300
"11365","uh",75.2895752895753,4.13614169484445,5,4,18,300
"11366","UK",81.8493150684932,3.8506912047113,1,1,3,300
"11367","ulcer",92.0863309352518,3.53117118988107,3,3,7,300
"11368","ultimate",82.0422535211268,4.06654038885254,0,4,8,300
"11369","ultimatum",85.2941176470588,4.23270236828612,0,7,14,300
"11370","ultra",85.3932584269663,4.36956269895399,0,11,11,300
"11371","umbrella",90,3.79738144823639,0,2,6,300
"11372","umpire",89.6414342629482,3.69786250005184,12,3,7,300
"11373","unable",92.7756653992395,4.31199203392224,5,5,12,300
"11374","unacceptable",77.3109243697479,4.51541778587632,2,17,22,300
"11375","unafraid",92.3664122137405,3.64637891310586,0,12,14,300
"11376","unalike",83.4080717488789,3.13752038654376,7,18,20,300
"11377","unappealing",86.6396761133603,3.90440687033263,3,13,18,300
"11378","unattractive",86.5942028985507,3.7445073591519,0,7,10,300
"11379","unavailable",82.8897338403042,4.45337505871072,3,9,10,300
"11380","unavoidable",81.6666666666667,4.61923913670888,3,18,15,300
"11381","unaware",86.0902255639098,4.24660875766615,4,7,8,300
"11382","unbalanced",73.8636363636364,4.58274281611386,0,9,18,300
"11383","unbelievable",84.1911764705882,4.52570716326967,4,5,6,300
"11384","uncanny",83.8582677165354,4.13394923771273,4,11,12,300
"11385","uncaring",84.8920863309353,4.26658369294333,0,6,10,300
"11386","uncertain",90.8088235294118,4.36019017507188,3,4,11,300
"11387","uncertainty",88.9285714285714,4.61675322873124,2,1,12,300
"11388","uncivilized",79.7101449275362,4.50467684487137,1,6,9,300
"11389","uncle",84.3636363636364,3.94689865188369,3,4,8,300
"11390","unclean",86.9718309859155,3.6978693632045,0,7,2,300
"11391","unclear",90.3571428571429,4.08769450302897,3,4,3,300
"11392","uncomfortable",89.6428571428572,4.55276383472573,2,3,8,300
"11393","uncommon",92.2222222222222,3.67370755159517,1,5,17,300
"11394","unconditional",80.8988764044944,4.05272227129795,1,9,12,300
"11395","unconscious",81.294964028777,4.26343375124336,2,6,4,300
"11396","uncontrollable",80.8429118773946,4.63887764492626,2,13,7,300
"11397","uncooked",93.3823529411765,3.37240151248526,1,5,15,300
"11398","uncoordinated",77.9069767441861,4.27336375112858,0,12,18,300
"11399","uncouth",74.0384615384615,4.15507072344855,19,11,13,300
"11400","uncover",88,4.12451332441089,2,5,9,300
"11401","undead",87.9377431906615,3.34886136310296,3,12,10,300
"11402","undecided",76.5342960288809,4.45148569126463,3,4,6,300
"11403","undefined",83.7638376383764,4.57297319649304,4,5,7,300
"11404","under",91.3793103448276,3.89236649095246,1,1,5,300
"11405","underage",93.006993006993,3.63366092668707,0,2,10,300
"11406","undercover",91.726618705036,3.81804531735553,1,5,9,300
"11407","underdog",73.6641221374046,4.87711322553364,3,7,15,300
"11408","underground",89.6907216494845,4.20360618848226,0,1,7,300
"11409","underhanded",87.0689655172414,4.14210522472574,15,7,9,300
"11410","underling",76.9230769230769,4.42388410353028,17,9,10,300
"11411","undermine",71.7213114754098,4.94788247383693,2,17,16,300
"11412","underneath",94.8148148148148,3.51574536520079,0,6,18,300
"11413","underpants",84.0579710144928,4.04206367987807,0,8,8,300
"11414","understand",90.5923344947735,4.01352221301231,1,1,8,300
"11415","understandable",82.4489795918367,4.69679705132397,10,8,9,300
"11416","understanding",85.9649122807018,4.60248341822552,0,4,7,300
"11417","understood",82.1561338289963,4.51420485190407,2,5,15,300
"11418","underwater",89.1891891891892,4.04961810270847,0,1,2,300
"11419","underwear",85.2233676975945,4.22548075885609,0,2,5,300
"11420","underworld",79.2387543252595,4.14290184345675,2,1,3,300
"11421","undesirable",85.6589147286822,4.2101306779232,1,16,7,300
"11422","undo",76.3565891472868,4.26818210126723,0,13,16,300
"11423","undone",72.6618705035971,4.8853229281552,2,2,12,300
"11424","undress",83.859649122807,3.92441183898806,0,3,9,300
"11425","unease",87.0588235294118,4.28607618332431,2,13,13,300
"11426","uneasy",90.1754385964912,4.19129589459514,0,2,11,300
"11427","uneducated",80.2867383512545,4.11805971204056,3,2,8,300
"11428","unemployed",89.3238434163701,4.31019270204109,0,6,7,300
"11429","unemployment",92.0138888888889,4.18549532085936,1,0,9,300
"11430","unending",84.8708487084871,4.06440222466824,2,6,11,300
"11431","unequal",85.1590106007067,4.4922980885174,1,3,8,300
"11432","unethical",84.1549295774648,4.22366540123325,3,2,3,300
"11433","uneven",81.5699658703072,4.73215998298231,0,0,7,300
"11434","unexpected",88.1679389312977,4.06267533403458,3,11,7,300
"11435","unfair",90.6716417910448,4.5642476683929,3,4,15,300
"11436","unfaithful",89.8876404494382,4.23579882522017,1,9,12,300
"11437","unfamiliar",94.6969696969697,3.52221832714258,4,5,14,300
"11438","unfinished",85.7142857142857,4.29813664247886,0,6,15,300
"11439","unfocused",83.7735849056604,4.36287751052741,0,14,7,300
"11440","unfortunate",88.5714285714286,3.90839394139102,2,2,10,300
"11441","unfriendly",88.2562277580071,4.05941056756477,2,1,11,300
"11442","unhappiness",93.4782608695652,3.69543914298866,0,8,8,300
"11443","unhappy",89.8550724637681,3.67494686789056,3,3,9,300
"11444","unhealthy",88.135593220339,4.16488441637637,0,1,3,300
"11445","unhelpful",79.5918367346939,4.43016789896243,1,17,18,300
"11446","unhook",80.1587301587302,4.06820402518684,0,16,16,300
"11447","unicorn",88.9261744966443,3.60203676396221,0,0,2,300
"11448","unicycle",88.7323943661972,3.62465294037376,0,4,8,300
"11449","uniform",90.1060070671378,4.38193879619337,3,2,4,300
"11450","unimportant",78.8679245283019,4.60175469816002,1,11,10,300
"11451","uninformed",80.3088803088803,3.98060082889269,4,7,15,300
"11452","unintelligent",86.1818181818182,3.4081712572092,0,6,13,300
"11453","uninterested",73.2217573221757,3.79767764372563,3,22,8,300
"11454","union",82.312925170068,4.45746788673323,0,0,6,300
"11455","unique",86.8055555555556,3.91062022124807,1,1,7,300
"11456","unit",92.6573426573427,4.25936401875622,0,1,12,300
"11457","unite",86.6438356164384,4.20960222440909,0,0,8,300
"11458","united",82.9931972789116,3.76173750552626,0,0,6,300
"11459","United Kingdom",83.8487972508591,3.83131099020686,0,3,3,300
"11460","unity",83.3935018050541,4.30568125398204,2,6,5,300
"11461","universal",84.452296819788,4.47474755144553,2,1,9,300
"11462","universe",88.255033557047,3.85700024836116,0,0,2,300
"11463","university",86.2068965517241,3.70472726151088,1,1,5,300
"11464","unjust",89.1472868217054,3.81243237295783,4,11,8,300
"11465","unkempt",76.734693877551,3.63258830394358,11,7,8,300
"11466","unkind",92.1708185053381,3.73905276145095,3,1,8,300
"11467","unknowing",83.2684824902724,4.25686828321107,2,11,15,300
"11468","unknown",87.5471698113208,4.64438873323959,3,10,6,300
"11469","unlawful",94.9820788530466,3.88140266675387,2,2,11,300
"11470","unless",88.4462151394422,4.33739220636373,5,7,20,300
"11471","unlike",82.5112107623318,3.57319194100928,3,27,14,300
"11472","unlikely",84.7389558232932,4.62371959330862,7,8,14,300
"11473","unload",90.6810035842294,4.41591443259895,2,3,9,300
"11474","unlock",92.4657534246575,3.42833413975396,0,2,4,300
"11475","unlucky",87.037037037037,4.4680423582925,1,9,9,300
"11476","unmarried",85.9205776173285,3.3170995429273,2,5,7,300
"11477","unmoving",88.5185185185185,4.25993878187404,1,8,11,300
"11478","unnatural",84.452296819788,4.43032350569889,1,4,6,300
"11479","unnecessary",75.8620689655172,4.46920910077727,5,6,12,300
"11480","unpack",89.7435897435898,4.01394004492131,0,7,13,300
"11481","unpaid",88.5931558935361,4.06789955465686,0,11,15,300
"11482","unpalatable",90.3474903474903,3.96651166539042,6,6,11,300
"11483","unplanned",84.5018450184502,3.85224906316439,0,8,13,300
"11484","unpleasant",91.958041958042,4.58172954781795,0,2,10,300
"11485","unpredictable",83.9416058394161,4.54846021269229,1,5,13,300
"11486","unprepared",74.3295019157088,4.72318994688224,2,9,15,300
"11487","unproductive",84.0425531914894,4.01008918193629,0,5,8,300
"11488","unprofessional",84.5018450184502,4.54895584251462,0,10,9,300
"11489","unravel",80.1470588235294,4.52749444387219,1,6,13,300
"11490","unreal",86.9565217391304,4.30578348169972,3,1,13,300
"11491","unrealistic",80.5860805860806,4.52667684063718,1,7,10,300
"11492","unreasonable",86.1423220973783,4.56009061640149,2,9,9,300
"11493","unreliable",84.4357976653696,4.48632285475946,3,10,14,300
"11494","unrest",80,4.50018451781121,1,9,19,300
"11495","unripe",90.7749077490775,3.58266450710771,2,9,5,300
"11496","unruly",78.0769230769231,4.4710975456505,6,9,4,300
"11497","unsafe",89.7435897435898,4.22378598178859,2,4,13,300
"11498","unseen",86.1818181818182,3.85932247865976,2,6,7,300
"11499","unskilled",82.8571428571429,4.22502234872107,2,16,17,300
"11500","unsolved",88.7719298245614,3.45869236019141,0,3,9,300
"11501","unstable",85.8156028368794,4.55097943933934,1,2,11,300
"11502","unsuccessful",83.1372549019608,3.78390492908619,0,15,15,300
"11503","unsure",84.4106463878327,4.52240108888889,3,6,16,300
"11504","unsympathetic",79.8479087452472,4.3877167722781,0,11,15,300
"11505","unthinking",83.2669322709163,4.36405725436452,8,9,7,300
"11506","untidy",90.7849829351536,3.53690238325747,0,1,5,300
"11507","untie",85.9712230215827,3.65932991376529,1,4,11,300
"11508","until",87.4538745387454,3.98810762811685,4,1,15,300
"11509","untouched",84.5018450184502,3.83844263991302,0,8,13,300
"11510","untrained",82.1705426356589,4.4479898875265,2,13,10,300
"11511","untrue",94.3060498220641,3.11938461189504,1,4,8,300
"11512","untrustworthy",90.0369003690037,4.394307951036,3,4,12,300
"11513","untruth",85.9649122807018,3.81230577027738,1,4,4,300
"11514","untruthful",91.3669064748201,3.90214343720556,0,7,8,300
"11515","unused",85.6603773584906,4.23562662083579,0,14,7,300
"11516","unusual",90.0355871886121,3.48742800534384,1,4,8,300
"11517","unveil",92.3913043478261,3.90674629851366,3,2,11,300
"11518","unwanted",70.6959706959707,4.54235527029364,0,8,11,300
"11519","unwell",94.7735191637631,2.99534327690917,0,2,9,300
"11520","unwilling",81.9852941176471,4.2484903759045,4,4,8,300
"11521","unwise",85.6088560885609,3.93473108634976,1,7,12,300
"11522","unworthy",73.4439834024896,4.68328016020555,1,20,16,300
"11523","up",95.2380952380952,3.77218106917693,0,1,4,300
"11524","upbeat",87.0967741935484,3.85272230625391,3,3,6,300
"11525","update",87.9432624113475,4.31350553540582,1,4,7,300
"11526","upgrade",86.9257950530035,4.34378854333057,2,2,7,300
"11527","uphill",89.922480620155,3.89993507342413,0,15,12,300
"11528","uphold",88.8446215139442,4.60459408325307,5,12,10,300
"11529","uplifting",80.2867383512545,4.54840453895289,1,4,10,300
"11530","upload",90,3.81444897852417,4,10,18,300
"11531","upon",84.3866171003718,3.93219073120423,3,2,18,300
"11532","upper",93.8405797101449,3.96396637370263,3,3,9,300
"11533","upper class",78.4090909090909,4.22573776679623,1,12,9,300
"11534","uppity",82.7004219409283,4.5290836055032,10,10,13,300
"11535","upright",93.2384341637011,3.99786686426845,1,4,8,300
"11536","uprising",85.3146853146853,4.28051341721225,0,3,8,300
"11537","upscale",86.0377358490566,4.51598111451618,5,3,14,300
"11538","upset",89.6193771626298,3.76524236600919,0,2,7,300
"11539","upsetting",79.7047970479705,4.47002001100517,0,8,13,300
"11540","upside",90.5797101449275,3.66389598987913,1,6,9,300
"11541","upside down",54.251012145749,4.51656557882198,1,18,14,300
"11542","upstairs",89.1608391608392,3.96881450714506,0,4,6,300
"11543","upstanding",84.5559845559846,4.42381308172908,4,10,9,300
"11544","upstream",90.3914590747331,3.69690352280038,0,7,5,300
"11545","uptight",83.8129496402878,4.73521484514325,3,3,7,300
"11546","uptown",81.1764705882353,3.96769263053654,4,11,11,300
"11547","upward",80.8118081180812,4.20584776790083,3,4,12,300
"11548","uranium",78.6206896551724,3.96971809940753,0,3,4,300
"11549","Uranus",90.4929577464789,3.54606944360246,2,3,4,300
"11550","urban",86.6438356164384,4.05965910964129,0,1,6,300
"11551","urge",90.5109489051095,4.30155451083977,3,3,11,300
"11552","urgent",91.7808219178082,4.06188366541809,0,1,6,300
"11553","urinate",89.0845070422535,3.60135543014409,0,2,12,300
"11554","urine",89.5470383275261,3.73261515187033,2,2,3,300
"11555","urn",90.7534246575342,3.77328297786169,2,0,2,300
"11556","us",93.6842105263158,3.27835046326442,1,3,6,300
"11557","USA",85.1724137931035,4.5368125857893,1,1,5,300
"11558","usage",86.9387755102041,4.61671358281831,7,9,16,300
"11559","use",90.5882352941177,4.4901271672998,5,7,16,300
"11560","used",75.1851851851852,4.21310167661689,0,8,14,300
"11561","useful",88.9733840304182,4.20954791933943,1,10,14,300
"11562","useless",84.9420849420849,4.62377885326631,2,10,15,300
"11563","user",83.5714285714286,4.33721154691669,2,2,10,300
"11564","usual",89.4366197183099,3.55374820066053,0,2,12,300
"11565","usually",86.4661654135338,3.84801413261825,3,6,13,300
"11566","usurp",88.8392857142857,4.04169833785909,17,9,7,300
"11567","usurper",79.8449612403101,4.43920869316696,8,2,14,300
"11568","utensil",96.5870307167236,3.03427907691707,0,2,3,300
"11569","utensils",88.4353741496599,3.25284341051989,0,1,4,300
"11570","uterus",93.7062937062937,3.44240859524786,1,2,7,300
"11571","utility",90.5594405594406,4.3622319864234,1,3,5,300
"11572","utilize",90.495867768595,3.67079513966976,4,16,14,300
"11573","utopia",79.7101449275362,4.30209760360952,2,4,10,300
"11574","utter",90.2877697841727,3.97352889084123,2,2,12,300
"11575","v",81.2260536398467,4.15025054317102,6,6,9,300
"11576","vacancy",95.0354609929078,3.54930636012567,2,2,8,300
"11577","vacant",93.7282229965157,3.78031134584725,1,0,10,300
"11578","vacate",90.6716417910448,3.07772496648963,3,4,15,300
"11579","vacation",92.226148409894,4.19875808386798,2,2,7,300
"11580","vaccination",81.1387900355872,4.09600155640581,1,5,6,300
"11581","vaccine",78.5234899328859,4.28194702726276,0,0,2,300
"11582","vacuum",92.7835051546392,3.70724640851552,0,2,5,300
"11583","vagabond",74.9049429657795,4.23788636442323,7,5,6,300
"11584","vagina",90.4593639575972,3.95358181316134,0,2,13,300
"11585","vagrant",86.8,3.77503215620012,13,2,7,300
"11586","vague",86.6171003717472,4.48667725969672,5,1,14,300
"11587","vain",81.0408921933086,4.50370039228521,4,4,11,300
"11588","Valentine",94.7552447552448,3.41255522620194,3,1,3,300
"11589","valiant",93.6758893280632,3.5239450786287,7,8,10,300
"11590","valid",92.3636363636364,3.90810430121584,2,4,11,300
"11591","validate",88.0597014925373,4.44095340603277,3,7,9,300
"11592","Valium",82.4817518248175,4.42630700517019,4,3,8,300
"11593","valley",82.0945945945946,4.15769406155635,0,0,4,300
"11594","valor",92.6229508196721,3.88769165647907,14,5,4,300
"11595","valuable",93.9929328621908,4.19039056028374,1,4,6,300
"11596","value",95.0177935943061,4.05176425254578,1,3,10,300
"11597","valued",66.0516605166052,4.32523600776942,2,7,9,300
"11598","values",86.0714285714286,4.36466270150987,2,1,12,300
"11599","valve",87.2262773722628,4.24540740923878,7,1,3,300
"11600","vampire",85.1351351351351,3.84808891369568,1,0,1,300
"11601","vampires",72.6027397260274,3.87640384431705,0,3,2,300
"11602","van",87.5,4.14151105080345,1,3,3,300
"11603","vanilla",97.6027397260274,3.585520804851,1,1,3,300
"11604","vanish",91.0034602076124,3.62342058786618,0,3,5,300
"11605","vanity",86.9415807560137,4.30046334598901,0,3,3,300
"11606","vanquish",88.3458646616541,4.24315970947544,3,5,15,300
"11607","vapor",90.0343642611684,3.8895893500318,1,1,4,300
"11608","variable",87.5457875457875,4.5180905972695,2,7,7,300
"11609","variance",82.5726141078838,4.18515800454944,5,14,16,300
"11610","variant",88.5496183206107,4.33093166237499,4,5,16,300
"11611","variation",80.2281368821293,4.34645154022405,1,13,8,300
"11612","varied",80.4780876494024,4.18711352512089,0,16,17,300
"11613","variety",87.6760563380282,4.34633411804018,0,3,10,300
"11614","various",76.9230769230769,3.7241508564813,1,2,7,300
"11615","varnish",92.6356589147287,4.04344573527914,9,3,9,300
"11616","vary",89.1891891891892,4.09259174041033,2,11,13,300
"11617","vase",92.9824561403509,3.55540042151515,2,3,3,300
"11618","Vaseline",90.4411764705882,4.17689113411676,2,6,10,300
"11619","vast",88.8888888888889,3.98196115141662,0,0,3,300
"11620","vault",93.8628158844765,3.73601552879387,4,2,7,300
"11621","veal",88.212927756654,3.70552401366291,9,1,8,300
"11622","vector",89.6,4.30341891117962,11,7,3,300
"11623","veer",86.0869565217391,3.80804418078107,17,8,3,300
"11624","vegan",83.5125448028674,4.30581248332442,2,6,3,300
"11625","vegetable",93.2659932659933,3.91222057995128,0,0,3,300
"11626","vegetables",93.1506849315068,4.02082115493128,0,3,2,300
"11627","vegetarian",86.3157894736842,4.17442048516917,2,1,7,300
"11628","vegetation",91.864406779661,3.90177721217289,0,2,1,300
"11629","veggie",90.8127208480565,4.06797250798954,0,5,7,300
"11630","veggies",90.4436860068259,3.94995145022195,0,3,1,300
"11631","vehicle",93.1972789115646,3.34082681320331,0,0,6,300
"11632","vehicles",87.19723183391,3.76492261437964,2,0,5,300
"11633","veil",93.006993006993,3.99660135124584,2,2,4,300
"11634","vein",92.1501706484642,3.42651754088467,1,1,2,300
"11635","Velcro",81.1594202898551,4.18534876072419,0,5,14,300
"11636","velocity",92.0863309352518,3.51275914940719,4,1,8,300
"11637","velvet",95.4063604240283,3.68910098071337,2,2,7,300
"11638","vendetta",88.5496183206107,4.09456086276169,6,4,12,300
"11639","vendor",84.7272727272727,4.14728313642612,1,7,8,300
"11640","vengeance",85,4.11215653091529,0,6,8,300
"11641","Venice",69.7594501718213,3.34142530526029,1,2,2,300
"11642","venison",93.0909090909091,3.04296115975312,5,3,4,300
"11643","venom",91.9191919191919,3.07295702892501,0,1,1,300
"11644","vent",86.5724381625442,4.23624676813633,2,1,9,300
"11645","venture",90.3914590747331,4.32953313196503,3,0,10,300
"11646","venue",94.4852941176471,3.85996657777815,5,3,7,300
"11647","Venus",84.3003412969283,3.43080898751632,0,2,3,300
"11648","veranda",84.8375451263538,4.15206848771057,5,3,2,300
"11649","verb",91.2280701754386,3.53203582474915,2,2,5,300
"11650","verbal",90.5923344947735,4.16916061627511,1,2,6,300
"11651","verbose",82.9166666666667,3.90165869130266,15,5,5,300
"11652","verdict",95.5172413793103,3.31087221285286,1,1,5,300
"11653","verify",90.5660377358491,4.02986048901507,1,9,14,300
"11654","vermin",87.7622377622378,3.94680985210746,2,1,6,300
"11655","verse",82.4561403508772,3.61239297784165,2,2,5,300
"11656","version",81.7843866171004,4.44381151763836,2,6,13,300
"11657","versus",89.0845070422535,4.14535292223035,0,4,8,300
"11658","vertical",93.1740614334471,3.65547635704277,0,1,5,300
"11659","vertigo",80.2325581395349,3.85967633488643,6,9,6,300
"11660","very",88.4057971014493,4.19266125072341,1,4,13,300
"11661","vessel",94.1176470588235,3.64532474928444,2,1,3,300
"11662","vest",81.5699658703072,4.48055520218591,0,2,3,300
"11663","vet",92.3344947735192,3.73187621093685,3,0,4,300
"11664","veteran",91.6666666666667,3.67499955213445,0,2,8,300
"11665","veterinarian",93.75,3.632586546668,1,1,7,300
"11666","vex",90.6666666666667,4.21480032320543,13,12,12,300
"11667","via",87.8326996197719,4.04753762646424,5,5,12,300
"11668","viable",86.1940298507463,4.16255082927825,2,4,18,300
"11669","vial",94.5945945945946,3.85180453200695,5,10,6,300
"11670","vibrant",93.9716312056738,4.07632081016971,3,1,7,300
"11671","vibrate",92.7536231884058,4.07932775596419,2,7,4,300
"11672","vibration",83.6879432624114,4.43891469795113,2,1,10,300
"11673","vibrator",86.5671641791045,4.30895198826931,1,8,13,300
"11674","vicar",82.4427480916031,4.01872100497417,11,2,1,300
"11675","vice",87.1428571428571,4.18774925358152,3,3,5,300
"11676","vicinity",93.4306569343066,3.33247552878663,7,1,3,300
"11677","vicious",86.2190812720848,3.98698907177724,3,0,8,300
"11678","victim",88.7323943661972,4.34348369050307,2,1,8,300
"11679","victor",86.5671641791045,3.92679490403677,6,3,8,300
"11680","Victorian",84.5323741007194,4.16177348410497,3,3,7,300
"11681","victorious",82.9181494661922,4.08949491508,0,8,3,300
"11682","victory",90.8450704225352,4.04229751643157,1,3,7,300
"11683","video",83.1649831649832,3.95280053597568,0,0,3,300
"11684","video game",77.7003484320557,4.67461578465286,3,0,4,300
"11685","video games",77.7003484320557,4.63425967212954,1,3,4,300
"11686","Vietnam",75.4512635379061,3.62703793904974,1,4,12,300
"11687","view",93.9929328621908,3.86642281822815,1,3,8,300
"11688","viewing",83.3333333333333,4.10310613900987,0,6,18,300
"11689","viewpoint",86.2745098039216,4.30679709525836,1,15,12,300
"11690","vigilante",83.739837398374,4.49993919184134,8,10,10,300
"11691","vigor",83.011583011583,4.18996502116472,9,3,8,300
"11692","viking",76.271186440678,4.35378917310224,1,1,0,300
"11693","vile",92.6315789473684,3.74540173128225,2,1,7,300
"11694","village",87.0307167235495,3.98142010154406,0,1,5,300
"11695","villain",85.2112676056338,4.16141841194216,2,3,4,300
"11696","vine",87.6325088339223,3.46199708117292,1,2,10,300
"11697","vinegar",93.4256055363322,3.8448265132946,0,4,3,300
"11698","vines",82.3308270676692,3.87068115146422,6,5,6,300
"11699","vintage",89.7959183673469,3.59527553670841,1,0,3,300
"11700","vinyl",88.8888888888889,3.89230655216888,2,1,4,300
"11701","viola",92.8571428571429,3.37280608274188,9,3,1,300
"11702","violate",86.3636363636364,4.31642972342955,2,11,8,300
"11703","violation",88.5304659498208,4.31849583040629,1,3,12,300
"11704","violence",93.5483870967742,4.41654592733563,3,3,6,300
"11705","violent",93.448275862069,4.679625840821,1,1,5,300
"11706","violet",92.5170068027211,3.30913651541716,0,1,4,300
"11707","violin",89.0034364261168,3.72336970960285,0,2,5,300
"11708","violinist",90.1754385964912,3.97100319306397,1,2,8,300
"11709","viper",87.3646209386281,3.3564052582669,5,2,4,300
"11710","viral",82.9090909090909,4.07463266453218,2,5,9,300
"11711","virgin",92.7586206896552,4.05689870195749,0,3,4,300
"11712","virginity",88.6861313868613,4.20083689786995,0,5,16,300
"11713","Virgo",70.9677419354839,3.87791065774977,7,10,11,300
"11714","virile",88.4259259259259,3.96298967442811,18,8,14,300
"11715","virtual",85.9205776173285,3.70937587738793,2,3,11,300
"11716","virtue",93.2075471698113,4.69547486315149,2,7,15,300
"11717","virtuous",88.6792452830189,4.45540867935055,5,5,10,300
"11718","virus",90.4109589041096,3.75448871087492,2,0,2,300
"11719","visa",88.2758620689655,3.60941870469952,0,2,6,300
"11720","visage",88.7387387387387,3.88916470354883,18,7,10,300
"11721","viscous",87.4015748031496,3.8551164872897,6,8,12,300
"11722","visible",87.8136200716846,3.87891364693745,2,2,11,300
"11723","vision",93.127147766323,3.63015077322375,1,1,4,300
"11724","visit",87.0307167235495,4.4564881104187,0,2,3,300
"11725","visiting",85.1301115241636,4.48413630257881,0,11,9,300
"11726","visitor",93.7269372693727,4.15112756269906,2,6,11,300
"11727","vista",91.3223140495868,3.93122403298168,10,7,14,300
"11728","visual",89.5833333333333,4.37195963103214,0,2,8,300
"11729","visualize",91.8819188191882,3.75243433747023,4,3,11,300
